review,ac,air_panas,bau,general,kebersihan,linen,service,sunrise_meal,tv,wifi
"maaf saya dan keluarga kecewa menginap di sini. Hanya gara2 selimut kena tumpahan susu anak, saya dikenakan ces 150rb. Pdhl saya menginap 2 malam dan ambil 2 kamar. Karena ini saya jera dan kapok utk menginap disini. terimakasih",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Pelayanan lebih baik lagi,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"sarapannya biasa saja , kebersihan kurang ",neut,neut,neut,neut,neg,neut,neut,neg,neut,neut
Wifi tdk ada & pintu kamar mandi tdk bisa terkunci...,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Dapat kamar yg jarang d huni, kotor dan ga ada fasilitas lift ......huufffttttt",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
kebersihan nya kurang,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Kamar seadanya (cukup buat tidur saja, kurang nyaman), tidak ada air panas wastafel bocor. Kamar gelap (meski ada lampu)-kawasan hotel kurang bersih.",neut,neg,neut,neut,neg,neut,neut,neut,neut,neut
Cuma wifinya bermasalah itu aja . Dn AC nya kurang dingin mngkin  dah lama gak di cuci,neg,neut,neut,neut,neut,neut,neut,neut,neut,neg
"lumayan shock pas masuk ke kamar mandinya, tidak bersih, syukurnya resepsionistnya menerima keluhan saya, dan cepat tanggap, sehingga diganti kamar lainnya, saran: pelayanan dari  house keepingnya lbh ditingkatkan dlm menjaga kebersihan kamar serta kamar mandi.....sehingga tamu betah u balik lagi, over all mksh airy 😊",neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
"Handuk dan bedcover dekil, tapi selebihnya memuaskan, sesuai dg harganya.",neut,neut,neut,pos,neut,neg,neut,neut,neut,neut
kamar besar cuma minusnya ac kurang dingin dan layanan tv nya kurang bagus,neg,neut,neut,neut,neut,neut,neut,neut,neg,neut
"Kebersihan aja lagi yg perlu ditingkatkan, kalau yg lain sudah lumayan bagus dengan harga murah..",neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
"tidak Bagus , sangat tidak layak . boleh Di crooscek pernyataan saya ini . kamar tidak layak . restroom nya jorok . bed nya tidak layak . semoga pihak airyrooms bisa meninjau ini . saya sebagai pengguna setia airyrooms sangat kecewa dengan pelayanan ini . terkesan seperti kost2an . jauh Dari kata layak . terima kasih",neut,neut,neut,neut,neg,neg,neg,neut,neut,neut
Hotelnya bersih..cuman pelayanannya agak cuek..staffnya tidak ramah...tp saya nyaman tidur disana,neut,neut,neut,neut,pos,neut,neg,neut,neut,neut
"Shower buat air panasnya nggk jalan,jdi mandi air dingin.. Ada kecoa, semut n tikus. Jadi, berisik ",neut,neg,neut,neut,neg,neut,neut,neut,neut,neut
AC kurang dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Hot waternya hari pertama berfungsi namun hari kedua sudah tidak berfungsi, siaran TVnya kabur dan AC kurang dingin.",neg,neg,neut,neut,neut,neut,neut,neut,neg,neut
"Bagus, nyaman, sangat dekat dengan St Kereta Sawah Besar. Makanannya standar tapi. Siaran TV nya jg bisa di tambah mustinya. Staff ramah dan membantu. NO DEPOSIT",neut,neut,neut,neut,neut,neut,pos,neg,neg,neut
tlg tingkatkan lgi kebersiahnya trutama di spray n handuk,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Kamarnya lumayan luas,  enak nyaman,  pelayanannya ok,  tpi syng di dlm kamar msih kotor,  tempatnya sunyi  soalnya  jauh agak kedalam tempatnya ",neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
not bad at all kecuali dapat kamar dilantai 3 dan tidak ada liftnya.. kolong tmp tdr yg kotor dan kamar mandi yg cm 1m x 1m luasnya.. ,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"biasanya klu nginap di airy tersedia dlm kemasan lengkap.kebuthn MCK.....di hotel ini sisir tdk ada...AC tidak normal ruangannya panaas, Kuncinya pintu juga tdk di kasi ke saya pada hal sdh deposit 100.000 jadi klau saya kluar dan kembali k hotel petugs yg buka pintu tdk profesional.....tlg utk di perbaiki trima.",neg,neut,neut,neut,neut,neut,neg,neut,neut,neut
"bagus, nyaman , tapi selimutnya pada rontok jadi nempel di baju, overall ok",neut,neut,neut,pos,neut,neg,neut,neut,neut,neut
"ac kurang dingin,lantai kamar seperti tdk pernah di bersihkan alias kotortapi over all pelayanan dan penjaga y ramah dan sopan mohon d tingkatkan lagi kualitas kamarnya ",neg,neut,neut,neut,neg,neut,pos,neut,neut,neut
"Payah.. -Air panas selalu mati, hanya akan nyala jika diminta. -Air mineral juga hanya akan diberi jika diminta -Kamar sudah minta dibersihkan, tetapi tidak dibersihkan -lemari sangat kotor, terlihat tidak terawat dan dimakan rayap. Saya tidak akan menggun",neut,neg,neut,neut,neg,neg,neut,neut,neut,neut
"sangat mengecewakan. petugas yg tidak ramah, saat mau check-in tidak ada petugas",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Sprei banyak bercak kotor, lantai berdebu, banyak nyamuk dekat jendela, kamar mandi tidak ada air panas, batas kamar mandi dgn kamar tidak sampai atas plafon, tidak ada tempat sampah dlm kamar atau didepan kamar, colokan saklar cuma 1.",neut,neg,neut,neut,neg,neg,neut,neut,neut,neut
perbaiki pelayan yg belum cukup baik,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Lokasi strategis, ditengah kota. Kamarnya kecil, tapi sesuai dengan harganya. Tidak tersedia air panas dan washtafel.",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"saya agak tersinggung padahal waktu checkout jam 12, tapi sebelum itu barang saya udah dikeluarin ",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Kamarnya rapih & lumayan bersih Yang paling memuaskan pelayanan ramah Handuk bersih & wangi Dengan catatan beberapa bantal sudah terlihat agak kotor & ada yg agak bau Sisanya sangat murah & terjangkau Sangat recomended bagi org yg budgetnya terbatas,neut,neut,neut,neut,pos,neg,pos,neut,neut,neut
air panas d kamar hotel kurang maksimal..jga fasilitas untuk termos atau water heater tidak ada.. harus ke recepcionis atau cafe paw.on ,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
kamar bersih nyaman..namun kurang sesuai dengan penawaran fasilitasnya..ac mati..wifi tidak bisa conect..dan kamarnya terlalu sempit..,neg,neut,neut,neut,pos,neut,neut,neut,neut,neg
kotor kamarnya. kamar mandinya juga. di laci kamat banyak puntung dan abu rokok yg tidak dibersihkan,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"kamar mandinya kotor dan bau, banyak semut dikamar sehingga tidak bisa menaruh makanan sembarangan. pelayanannya kurang baik dari receptionis dan pegawainya. fasilitas seperti ac kurang dingin dan wifi tidak dapat digunakan. saya tidak akan menginap disana lagi pokoknya. ",neg,neut,neg,neut,neg,neut,neg,neut,neut,neg
ac nya aga bau ,neg,neut,neg,neut,neut,neut,neut,neut,neut,neut
tempatnya nyaman tapi kekurangannya disaluran kamar mandi yg mengeluarkan bau kurang sedap,neut,neut,neg,pos,neut,neut,neut,neut,neut,neut
kamar mandi bau.. & banyak nyamuk,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Sabun,  snack,  dan bathup nya nggak ada,  tidak sesuai sama yg ada difoto",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Pesen 2 kamar tapi besar kamarnya beda, banyak semut. Kamar mandinya pintu yg 1 gabisa ditutup. Gaada ac cuma kipas kecil bgt, ga gerah sih cuma pengep aja. Over all bagus.",neg,neut,neg,pos,neg,neut,neut,neut,neut,neut
bagus tapi Kalo bisa kamarnya di basement di beri penguat sinyal. wifi ditambah. ,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
Selimut yang lbh tebal lembut dan bersih. Dan perlu bed cover. Pelayanan nya kurang baik,neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
lokasi hotel strategis dekat mall SKA. kamar tidak terlalu luas namun cukup bersih. kamar mandi pun sempit. hot shower airnya panas. menu breakfast bervariasi banyak dan enak. wifi tidak bs konek.,neut,pos,neut,neut,pos,neut,neut,pos,neut,neg
"pelayanan buruk , ngga niat terima tamu",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"kamar sesuai yg di foto,  sarapan pg ny lmyn,  chek in cpt n ga pk deposit,  kurang ny di gang2 AC gak on,  keran wastafel kluar ny kecil,  yg lain2 ok lah",neg,neut,neut,pos,neut,neut,pos,pos,neut,neut
wifi kurang kencang ,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
AC nya per 30 menit mati. alhasil saya tidak nyenyak tidur krn jagain AC supaya tetap on. spy anak istri bisa tidur. kamar mandi nya agak serem. gitu aja! think again lah !,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
kamar mandinya kurang bersih,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Bagus tapi tidak dapat air mineral botol,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"bersih dan rapi,, cuma gak dpt snack,, biasanya dapat snack di kamar",neut,neut,neut,neut,pos,neg,neut,neut,neut,neut
"Ruangan cukup nyaman. Standar Airyroom lah. namun ada beberapa kekurangan seperti colokan sedikit, WiFi mati, air agak bau, Tidak ada gantungan baju di kamar mandi.",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
pelayanan kurang baik...menginap 2 malam cuma dapat snack+mineral sekali..harusnya 2x,neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
ac kurang dingin dan kamar model lama,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
Air hangat kamar mandi gak aktif,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"kotor, tdk ada pegawai kebersihan hy ada recepsionist n security, tdk ada handuk",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"kamar kurang bersih & ada kecoa, kamar mandi jga kotor & tidak terawat. Tolong diperbaiki lgi. trims",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Semuanya oke, hanya saja AC kurang dingin. Terima kasih.",neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
"acnya ga dingin, tombol flush toiletnya nyangkut terus jadi harus benerin sendiri. udah pindah kamar sama aja, eh malah air showernya bau got..",neg,neut,neg,neut,neut,neut,neut,neut,neut,neut
untuk kamar bagus dan bersih. dapet breakfast lumayan banyak pilihan. cuma air kamar mandi nya berbau dan berwarna kuning.,neut,neut,neut,neut,pos,neut,neut,pos,neut,neut
"pelayanan tidak ramah , deposit terlalu tinggi malah lebih tinggi dr harga kamar sedangkan kt ga selalu bawa cash banyak , dipaksa hrs cr atm lg",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
lokasi beda dengan spot hotelnya. muter2 nyari sampe 20menit. nanya orang sekitar jg ga ada yg tau. ternyata cari yg namanya hotel 68 saja. orang baru tahu. kamar super mini. tidak ada lemari dan ac kurang dingin walau sudah di set 16 derajat. kamar mandi blm bersih dan masih bau sehingga harus disiram tiap sela. keamanan baik dan ramah,neg,neut,neg,neut,neg,neut,pos,neut,neut,neut
Kamar nya bauk bantal airy nya bauk banyak nyamuk dkamar mandi ada lipan nya makanan nya boleh lah tapi meja selalu kotor kalo mau breakfast..  kurang pegawai kyknya.. ,neut,neut,neg,neut,neg,neut,neut,pos,neut,neut
"Keran mandi airnya gak ngalir, keran wastafel airnya gak deras, bed sangat kecil uk. 90 cm. Masuk kamar di lantai 2  sinyal hilang total.",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
pelayan ramah. tapi kebersihan kurang sama wifi jelek air di kamar mandi sering mati,neut,neut,neut,neut,neg,neut,pos,neut,neut,neg
Sangat strategis tempat lokasinya. Tetapi untuk ACnya kurang dingin di kamar 202.,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Wifi lemot, tidak ada air panas, dan kamar mandi kurang bersih",neut,neg,neut,neut,neg,neut,neut,neut,neut,neg
"Pengelola di lapangan tidak komunikatif, kamar mandi masih kotor (banyak kekuningan di keramik), AC kurang dingin, channel TV terbatas, pengelola lapangan jarang di tempat dan tidak ada tempat sampai namun sesuai dengan harganya 50 ribu.",neg,neut,neut,neut,neg,neut,neg,neut,neg,neut
kamar dan Fasilitas baik cuman gk ada coklat bang bangnya,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"tidak sesuai ekspektasi kamar sempit,  kotor, almari baju tidak ada, kamar mandi kotor,  air kecil, air panas mati... satpam ramah... *nb: perlu perbaikan fasilitas.. ",neut,neg,neut,neut,neg,neut,pos,neut,neut,neut
"satpamnya ramah dan sigap, wifinya kenceng, selain snack airy set ada tambahan coklat silverqueen. tp receptionisnya ga ramah, payah banget kayak keteteran gitu, kerjanya super manual, dan penampilannya kayak emak-emak habis beberes rumah seharian",neut,neut,neut,neut,neut,pos,neg,neut,neut,pos
"tempatnya sih lumayan nyaman, ena dan tp hanya 1 yang kurang enak yaitu handuknya yang bau apek dan tdk sedap..",neut,neut,neut,pos,neut,neg,neut,neut,neut,neut
"Cukup baik kok. Tapi, kamar yg saya dpt no window. dan handuknya kotor,huft. Selebihnya kaya ac dan air panas si oke aja.",pos,pos,neut,neut,neut,neg,neut,neut,neut,neut
Ac harus lama dulu baru dingin... Handuk 1 aja...,neg,neut,neut,neut,neut,neg,neut,neut,neut,neut
tv nya kurang gede + renyek semua,neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
sy lbh suka twin bed room dibanding double bed room krn lbh lengkap. wifi kamar sedang rusak. pegawai sangat ramah,neut,neut,neut,neut,neut,neut,pos,neut,neut,neg
"Hotelnya tak nyaman karena berisik. Para staff yang tak berintelektual dari tengah malam sampai subuh teriak teriak diluar sambil menyetel TV dengan kencang. Staff hanya memikirkan kenyamanan diri sendiri dan tak memikirkan tamu yang sudah tertidur, apalgi",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Harga terjangkau tempat strategis,pas dapat kamar bau asap rokok dan pintu kamar mandi rusak",neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
kurang bersih kamar mandinya... seprei dan selimutnya jg wrnanya sdh lusuh...,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
cs ga selalu ada. jd ga bisa minta cemilan. lalu kemaren katanya ada handuk kalau ngak slh. tp ga d kasih. sabun mandi pas habis d akhir saya check out tv tidak bisa d tontoj,neut,neut,neut,neut,neut,neg,neg,neut,neg,neut
Air panas di kamar mandi tidak bisa digunakan. Air tandon di kloset tidak bisa digunakan sehingga menyiram kloset dengan cara manual. Pintu kamar mandi tidak bisa di tutup rapat. Kamar mandi kurang bersih.,neut,neg,neut,neut,neg,neut,neut,neut,neut,neut
"kamar bersih walau hotel lama,wifi parah,makanan tidak ada variasi tapi rasa oke.posisi yang strategis kemana2",neut,neut,neut,neut,pos,neut,neut,neut,neut,neg
"ruangnya terkesan sempit, airy hanya dapat kamar di lt 1, tidak ada jendela, tidak ada hot shower. ruko yg dijadikan hotel jadi agak boring aja dikamar terus tidak bs melihat situasi luar kamar. pelayanannya baik, wifi kencang, air mineral dr air galon (isi sendiri). hotelnya harusnya masuk ke eco bukan standard.",neut,neg,neut,neut,neut,neut,pos,neut,neut,pos
"nyaman, ramah, tidak bising, sarapan enak, gelas bekas lipstik orang .. #saya ga pake lipstik",neut,neut,neut,neut,neg,neg,neg,pos,neut,neut
"ac tidak dingin,air sower kecil..",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
pelayanan buruk.. diketerangan receptionist 24 jam..  tapi tidak bisa check in malam jam 12 an..  nomor yang bisa dihubungi langsung tidak aktif,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Lantai lembab,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
perlu pengharum dikamar mandi dan air hangatnya mati.,neut,neg,neg,neut,neut,neut,neut,neut,neut,neut
"Kamar baik, semua sesuai dengan yang dijanjikan airy rooms, tapi untuk pelayanan hotel dan kebersihan harus ditingkatkan lagi. Sarapan cuman ada mie dan telur orak arik, sangat kurang.",neut,neut,neut,pos,neut,neut,neg,neg,neut,neut
hotel d area persawahan bagus buat yg mau cari ketenangan.. fasilitas lengkap.. tp masih kotor dan banyak kerak dan debu d kamar n kamar mandi saya coba maklumi karna sedang ada renovasi,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"lokasi di daerah komplek,. kalau untu kamar yg singel room itu mmg kecil, area untu sholat di kamar terbatas, mungkin kedepannya bisa diganti spreinya soalnya ada noda yg kurang sedap dipandang, tapi secara keseluruhan untuk yg menginap sehari sangat cocok dengan budget minimal, selain itu air panasnya juga ada",neut,pos,neut,pos,neut,neg,neut,neut,neut,neut
WiFi kurang stabil tapi untuk keseluruhan ok,neut,neut,neut,pos,neut,neut,neut,neut,neut,neg
banyak jajanan d luar hotel.. kamar mandi nya bau kurang bersih dan licin gak ada keset pula,neut,neut,neg,neut,neg,neg,neut,neut,neut,neut
Kamarnya kotor + berdebu + banyak nyamuk + toilet rusak pelayannya ramah baik,neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
"Parkiran sempit ,  wifi lemot,  jaringan gada sinyal, breakfast cuma 2 opsi mie goreng dan nasi goreng itupun udah dibungkus pake wadah kecil,  dingin dan anyep rasanya =(",neut,neut,neut,neut,neut,neut,neut,neg,neut,neg
"petugas ramah, fasilitas lumayan lengkap. kebersihan kurang begitu baik. perlu lebih teliti lagi. ",neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
"Harga yang dibayar sesuai dengan yang didapat. Kebersihan lumayan. Pelayanan ramah, baik. Perlu diperbaiki saluran TV yang kurang bagus, WiFi putus saat malam",neut,neut,neut,neut,pos,neut,pos,neut,neg,neg
Lokasi sngt strategis sngt dekat dngan pusat prblanjaan dan kuliner.. facilities good.. tpi porses chek in nunggu lama krn kamar blm rapi dan blm siap.. !! unprofesional!! ,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"kamar 617 panas. hari pertama minta dibenarkan. hari kedua masih panas. komplain ke resepsionis tidak direspon oleh tim maintenance. Semalaman air conditioner tidak menyala, terpaksa buka jndela",neg,neut,neut,neut,neut,neut,neg,neut,neut,neut
"kecewa tempat kotorrr, ga ada air panas, shower tdk berfungsi, tempat tidur dan sprei kotor, tv dan AC bocor dan tidak ada remotenya, kulkas mati tdk berfungsi, sarapan pagi tdk dikasih, semuanya tidak sesuai yg ditawarkan....tidaka puasss",neg,neg,neut,neg,neg,neg,neut,neg,neut,neut
Pelayanan kurang cepat dan air hangat nya tidak berfungsi...selebihnya sudah sesuai SOP,neut,neg,neut,pos,neut,neut,neg,neut,neut,neut
"saat cek in kamar blm siap, handuk & perlengkapan mandi belum ada.. water heater tidak ada.. fasilitas hotel yang lain cukup ok",neut,neg,neut,neut,neut,neg,neut,neut,neut,neut
"Pelayanan ramah sekali, namun gang jalan masuk terlalu kecil.. untuk kamar nya sendiri AC nya kurang dingin, banyak nyamuk..",neg,neut,neut,neut,neut,neut,pos,neut,neut,neut
kamar luas & bersih tapi air panasnya tidak fungsi,neut,neg,neut,neut,pos,neut,neut,neut,neut,neut
"Tempatnya nyaman, bersih walaupun lemari nya sedikit bau tp over all is ok",neut,neut,neg,pos,pos,neut,neut,neut,neut,neut
"kamarnya gede dan luas banget tp sayang wifinya nggak ke detact sampai kamar :(, but overall OKE 👍😊",neut,neut,neut,pos,neut,neut,neut,neut,neut,neg
AC nya panas,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
g ada air panas nya ,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
Selimut gak ada,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
seprainya bau ompol.. kolam renangnya kotor.. ,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Pro: Kamar luas, dekat dengan kuliner dengan various range harga. (kambing bang moody-warung tegal).deket 2 Minimart kolam renang kalau punya waktu .  Ada snack gratis Cons : bangunan lama, serasa di film tahun 70-80an, agak kotor but masih acceptable. Air minum di luar kamar. Staf kurang profesional. Tapi overall cost to value ratio okay banget",neut,neut,neut,neut,neg,pos,neg,neut,neut,neut
wifi tidak bisa connect,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Kamar mandi tidak bisa ditutup, bau kurang enak, handuk cuman 1, selimut kecil. Lumayan lah",neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
"Kamar bau, seprei dan sarung bantal bauk sekali (bau keringat tidak diganti). Handuk tidak disediakan, hujan 2 jam depan banjir tidak bisa dilewati",neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
"enak bgt dapet sarapan, tapi wifinya kurang kenceng",neut,neut,neut,neut,neut,neut,neut,pos,neut,neg
kamar luas dan lengkap. hanya tv nya masih tv tabung dan siaran lokal saja.,neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
"Lagi siap pulang udah di ketok2 sm masnya yg nanyanya kurang ramah. Dan HAnduk cuma di kasih satu,pintu kmar mAndi gbs ke tutup",neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
mengecewakan tidak susuai apa yg dilihat di foto tempatnya kurang nyaman dan wifi sama sekali tidak berfungsi,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Awal masuk kamar, TV ga bisa berfungsi dgn baik. trus minta pindah kamar yg tv nya ga ada masalah tapi kamar baru nya ga di prepare dgn baik... lantai masih terasa berpasir...aroma kamar kurang sedap dan amenities  dan snack nya ga ada. saat itu ga ada satu pun staff yg care akan hal itu. ada sinar matahari yg masuk begitu terik lewat jendela kecil.. ga ada horden atau lapisan kaca yg bisa me reduce sinar itu. cukup mengganggu. Akhir nya saya minta di kembalikan ke kamar awal dgn minta siaran tv segera di perbaiki. aroma kamar mandi juga kurang sedap di awal tapi klw sdh di pakai bau nya hilang. other than that ok. tempat yg nyaman tenang utk beristirahat , staff nya ramah2 dan ada pantry nya yg menyedia kan Coffee tea + minuman cereal secara gratis 24 jam.",neut,neut,neg,neut,neg,neg,pos,neut,neg,neut
"kamarnya masih perlu dibersihkan,  karen kematen wajtu bermalam bau asap roko,  selebihnya pelayanan baik",neut,neut,neg,neut,neg,neut,pos,neut,neut,neut
Tempat tidurnya nyaman toilet kurang bersih,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
saya kecewa karena tidak bisa cek in pada mlm itu dngan alasan boking lewat dari jam 12. padahal di menu pilihan di awal tertulis menginap mlm ini. ,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
bantal nya bau,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Kamarnya pengap, kamar mandi agak kotor di bagian pojokan wastafel dan ubin dibawah pintu kamar mandi. Kondisi macab kamar dekat pintu tidak safety. Tidak mendapatkan air hangat pas check-in kondisi hujan/welcome drink. Makanan breakfast tahu isi agak bau",neut,neut,neg,neut,neg,neg,neut,neg,neut,neut
"kamar nyaman,bersih hanya lobby dan tempat parkir perlu diperbaiki",neut,neut,neut,neut,pos,neut,neut,neut,neut,neut
banyak komplein dr team saya kemarin.. ada beberapa kamar yg ac ya kurang dingin.. sprei ya agak kotor.. dan kalau bisa ada fasilitas air panas yaa.. yg plus ya.. petugas ya ramah dpt berkoordinasi dgn baik..  dan ada fasilitas Mobil golf untuk mengantarkan barang ke kamar yaa.. semoga menjadi lebih baik lagi yaa ,neg,neg,neut,neut,neg,neg,pos,neut,neut,neut
"Pelayanan ok, makanannya juga enak. Kelengkapan kamar baik, yang disayangkan hanya AC kurang dingin (agak lama dinginnya) dan handuk yang agak smelly. Namun kompensasinya ada kolam renangnya :) ",neg,neut,neut,neut,neut,neg,pos,pos,neut,neut
"Ini adalah 1x sy pakai airy.Kesan 1 memang beda pelayanan dengan hotel berbintang,but fine.Kaget surprise dan seneng bngt dpt box meal free pula.Kebersihan kerapihan kamar keren dexh.Apalagi kamar mandi bathup mantabbb wes.sayang Ac kurang dingin,TV mati hidup swndiri berulang2 bahkan respon receptionist buruk.Internet juelek pollll.lumayan aja wes",neg,neut,neut,neut,pos,pos,neg,neut,neg,neg
Water heater kurang panas,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"fasilitas kurang karyawan gak ramah gk dpt snack pdhl seharusny dpt, peralatan mandi berbeda dgn hotel airy yg lain gk sesuai ac gk dingin kamar gelap",neg,neut,neut,neut,neut,neg,neg,neut,neut,neut
"dengan harga 122.400 dapat kamar lumayan bagus. Bed Ok, AC dingin. Tingkatkan kebersihan kamar mandi, Entertainment juga perlu perbaikan, masa Tr**s TV doang yg jernih siarannya.. Mohon Plang nama Hotelnya dibuat besar dong biar gampang dikenali.. selebihnya pertahankan... ",pos,neut,neut,pos,neg,pos,neut,neut,neg,neut
"kamar luas bersih dan staff nya ramah,dari hotelnya cukup puas, box mill ariy nya tidak ada kata pekerja hotel mereka suda email ke pusat ariy tapi blm ada tanggapan dari ariy, tolong ariy direspon dgn cepat, jangan sampai penginap kecewa.  ",neut,neut,neut,neut,pos,neg,pos,neut,neut,neut
sprei n bed cover nya seperti nya perlu di ganti krn sudah terlihat aga usang.,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"salah satu lampu tidak hidup, kebersihan kurang, terutama kamar mandinya. dapat lokasi yang kamar terpencil, kurang sesuai dengan gambar",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
dari review bagus makanya saya pilih. tapi saya dapat kamar yg berdebu. banyak sarang laba-laba. selimut berdebu. ngga ada tisu. lantai nggak disapu. pelayanan ramah dan baik. terima kasih. semoga ada peningkatan.,neut,neut,neut,neut,neg,neg,pos,neut,neut,neut
"kamarx kurang luas, slebihx nyaman dan wifi nya lumayan buat dikamar cm sering putus2. dan klo bisa sarapan nya di antar ke tiap kamar, karena kasian buat yg telat akhirx tidak kebagian sarapan. mkasih",neut,neut,neut,neut,neut,neut,neut,neg,neut,neg
Tgl 9 Juni 2018 saya menginap di salah satu kmr di lt.2 (lupa no kmr-nya) dan sangat kecewa krn AC yg sama sekali tidak dingin sehingga tidurngak nyenyak krn panas san flushing kloset yg rusak (tidak bisa di flush). Payah dan sangat tidak recommended,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"kamar oke,  tpi acnya tlong lbih dprhatikan lagi karna acnya kurang dingin",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"nyaman, bersih, tv aja yang kurang bagus ga ada yg bisa ditonton dgn jelas. ac dingin.",pos,neut,neut,neut,pos,neut,neut,neut,neg,neut
"kamarnya bagus, rapi, enak , AC nya aja yang kurang halus suaranya, sama pelayanan kurang memuaskan. dan, kalau sarapan itu harus guest yang minta, apa harus sudah disediakan ya? ",neg,neut,neut,pos,neut,neut,neg,neut,neut,neut
"untuk kali ini saya dapat kamar yang bau kencing, dan bantal airy yg warna biru juga itu terasa bau sehingga kurang nyaman jadinya.. sangat berbeda dari sebelumnya..",neut,neut,neg,neut,neut,neg,neut,neut,neut,neut
"sprei kotor, tidak ada tempat khusus sholat (katanya syariah), ",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"dekat dg jatimpark 2, kamar bersih cuma pada saat datang guest house sedang di renovasi jd banyak debu. saat itu saya bawa 2 bayi. jd keluar hotel hanya untuk ke jatimpark saja",neut,neut,neut,neut,pos,neut,neut,neut,neut,neut
"memuaskan,cman satu pihak hotel kurang ramah,yg lain smua ny bagus",neut,neut,neut,pos,neut,neut,neg,neut,neut,neut
kamarnya nyaman..bersih..wangi...tolong jaringan wifi di perkencang..kl dlm kamar srg putus2..terimakasih ,neut,neut,pos,neut,neg,neut,neut,neut,neut,neg
