question,passage,seq_label
"['Siapakah', 'Direktur', 'Utama', 'BEJ']","['Dilihat', 'dari', 'price', 'earning', 'ratio', ',', 'data', 'menunjukkan', 'PER', 'bursa', 'kita', 'masih', 'sekitar', '11,34', 'kali', '.', 'Jika', 'dibandingkan', 'dengan', 'PER', 'negara', 'tetangga', ',', 'seperti', 'Malaysia', 'dan', 'Singapura', 'yang', 'rata-rata', 'sudah', 'mencapai', '15', 'kali', ',', 'ini', 'berarti', 'harga', 'saham', 'di', 'bursa', 'kita', 'masih', 'termasuk', 'murah', '.', 'Masih', 'ada', 'peluang', 'kita', 'untuk', 'bertumbuh', ',', 'kata', 'Direktur', 'Utama', 'BEJ', 'Erry', 'Firmansyah', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']"
"['Apakah', 'negara', 'penghasil', 'minyak', 'kelima', 'di', 'Amerika', 'Latin']","['Ekuador', 'adalah', 'penghasil', 'minyak', 'kelima', 'di', 'Amerika', 'Latin', 'dan', 'lebih', 'dari', 'setengah', 'ekspor', 'ditujukan', 'ke', 'AS', '.', 'Rata-rata', 'ekspor', 'per', 'hari', 'minyak', 'dari', 'Ekuador', 'sekitar', '144.000', 'barrel', '.', '(', 'REUTERS', '/', 'AP', '/', 'AFP', '/', 'MON', ')']","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Apakah', 'nama', 'komet', 'yang', 'akan', 'ditembakkan', 'impaktor', 'yang', 'berbobot', '362', 'kg', 'pada', 'Misi', 'Deep', 'Impact', 'Badan', 'Antariksa', 'Amerika', 'Serikat', '(', 'NASA', ')', ',', '4', 'Juli', '2005', '?', ',']","['Misi', 'Deep', 'Impact', 'Badan', 'Antariksa', 'Amerika', 'Serikat', '(', 'NASA', ')', ',', '4', 'Juli', '2005', ',', 'adalah', 'menembakkan', 'impaktor', 'berbobot', '362', 'kilogram', 'ke', 'komet', '9P', '/', 'Tempel', '1', '.', 'Misi', 'untuk', 'meneliti', 'bagian', 'dalam', 'komet', 'itu', 'terbilang', 'sukses', '.', 'Citra', 'yang', 'dikirim', 'ke', 'Bumi', 'menunjukkan', 'secara', 'detail', 'pemandangan', 'spektakuler', 'dari', 'inti', 'komet', 'saat', 'tumbukan', 'dan', 'setelah', 'tumbukan', ',', 'serta', 'efeknya', 'pada', 'komet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Dimanakah', 'anak', 'buah', 'kapal', 'ikan', 'Thailand', 'diamankan', 'setelah', 'ditangkap', 'KRI', 'Pulau', 'Rangsang', 'di', 'perairan', 'Natuna', '?']","['Dua', 'kapal', 'tersebut', 'mencuri', 'ikan', 'di', 'wilayah', 'Indonesia', ',', 'kata', 'Komandan', 'Pangkalan', 'Laut', 'Pontianak', 'Kolonel', 'Laut', 'Gusmaidi', ',', 'Senin', '(', '19/12', ')', 'di', 'Pontianak', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Apa', 'tipe', 'pesawat', 'yang', 'jatuh', 'di', 'Venezuela', ',', '16', 'Agustus', '2005', '?']","['Pesawat', 'jet', 'McDonnell-Douglas', 'MD', '-', '82', 'naas', 'itu', 'berangkat', 'dari', 'Panama', 'dan', 'menuju', 'Pulau', 'Martinique', 'di', 'Karibia', 'yang', 'merupakan', 'teritori', 'Perancis', '.', 'Dari', '160', 'penumpang', 'dan', 'awak', ',', '152', 'orang', 'adalah', 'warga', 'Perancis', 'yang', 'mencarter', 'pesawat', 'itu', 'dari', 'West', 'Caribbean', 'Airways', '.', 'Mereka', 'kembali', 'pulang', 'ke', 'rumah', 'setelah', 'sepekan', 'liburan', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pada', 'jenis', 'nyamuk', 'malaria', 'apakah', ',', 'ketika', 'intervensi', 'RNA', 'agar', 'SPRN', '6', 'tetap', 'dalam', 'posisi', 'switch', 'off', 'diterapkan', ',', 'parasit', 'di', 'tubuh', 'nyamuk', 'tidak', 'berkembang', 'menjadi', 'matang', '?']","['Sebaliknya', ',', 'ketika', 'mereka', 'menerapkan', 'sistem', 'intervensi', 'RNA', 'pada', 'nyamuk', 'malaria', 'jenis', 'Anopheles', 'gambiae', 'untuk', 'menghilangkan', 'gen', 'SPRN', '6', 'dari', 'tubuh', 'si', 'nyamuk', ',', 'langkah', 'ini', 'bisa', 'membatalkan', 'proses', 'lysis', 'atau', 'proses', 'disintegrasi', 'parasit', 'malaria', '.', 'Dengan', 'begitu', ',', 'tubuh', 'nyamuk', 'lebih', 'tahan', 'terhadap', 'malaria', 'dan', 'parasit', 'itu', 'juga', 'tidak', 'berkembang', 'menjadi', 'matang', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pada', 'tahun', 'berapakah', ',', 'kinerja', 'Bursa', 'Efek', 'Jakarta', 'naik', 'sebesar', '16,4', 'persen', 'dan', 'merupakan', 'terbaik', 'ketiga', 'setelah', 'Korea', 'dan', 'Jepang']","['Seiring', 'dengan', 'rencana', 'perdagangan', 'jarak', 'jauh', '(', 'remote', 'trading', ')', 'Erry', 'menargetkan', ',', 'pada', 'akhir', 'Januari', 'mendatang', 'sudah', 'ada', '124', 'perusahaan', 'efek', 'anggota', 'bursa', 'dapat', 'ikut', 'serta', 'dalam', 'sistem', 'tersebut', '.', 'Jadwal', 'perdagangan', 'jarak', 'jauh', 'ini', 'agak', 'meleset', 'dari', 'target', 'sebelumnya', ',', 'yakni', 'akhir', 'Desember', '2005', '.', 'BEJ', 'juga', 'sudah', 'membuat', 'wacana', 'agar', 'short', 'trading', '(', 'transaksi', 'jual', 'dan', 'beli', 'dalam', 'satu', 'hari', ')', 'diperbolehkan', 'tahun', 'depan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Apa', 'nama', 'perusahaan', 'yang', 'dipimpin', 'oleh', 'Horikawa', 'Shuji', '?']","['Kondisi', 'itu', 'kami', 'lihat', 'dari', 'ekspor', 'produk', 'komponen', ',', 'seperti', 'perbandingan', 'komponen', 'televisi', 'warna', 'yang', 'diproduksi', 'di', 'Indonesia', 'dengan', 'Malaysia', '.', 'Produksi', 'manufaktur', 'di', 'Indonesia', 'masih', 'kompetitif', ',', 'kata', 'Presiden', 'Direktur', 'PT', 'Panasonic', 'Manufacturing', 'Indonesia', 'Horikawa', 'Shuji', 'dalam', 'acara', 'jumpa', 'pers', 'bersama', 'sejumlah', 'pengusaha', 'Jepang', 'dan', 'Indonesia', ',', 'Selasa', '(', '18/10', ')', 'di', 'Jakarta', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Berapa', 'orangkah', 'pertambahan', 'jumlah', 'pengangguran', 'akibat', 'kenaikan', 'biaya', 'produksi', 'sebesar', '25', 'persen', 'di', 'industri', 'pertekstilan', '?']","['Jakarta', ',', 'Kompas', '-', 'Kenaikan', 'biaya', 'produksi', 'sebesar', '25', 'persen', ',', 'akibat', 'kenaikan', 'harga', 'bahan', 'bakar', 'minyak', 'dan', 'tarif', 'listrik', ',', 'akan', 'menambah', 'jumlah', 'pengangguran', 'sebanyak', '300.000', 'orang', 'hingga', 'akhir', 'tahun', '2005', '.', 'Hal', 'itu', 'karena', 'pengusaha', 'tekstil', 'akan', 'melakukan', 'efisiensi', 'dengan', 'mengurangi', 'tenaga', 'kerja', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['berapa', 'jumlah', 'orang', 'dari', 'empat', 'grup', 'gamelan', 'dari', 'Indonesia', 'yang', 'berpartisipasi', 'dalam', 'festival', 'Raum', '&', 'Schatten', 'di', 'Berlin']","['Empat', 'kelompok', 'diundang', ',', 'Gamelan', 'Kiai', 'Fatahillah', 'pimpinan', 'Iwan', 'Gunawan', 'dari', 'UPI', 'Bandung', ',', 'Ansambel', 'Mahatam', 'pimpinan', 'Hanefi', 'Nafi', 'dari', 'STSI', 'Padangpanjang', ',', 'Garasi', 'Seni', 'Benawa', 'pimpinan', 'Rahayu', 'Supanggah', 'dari', 'STSI', 'Surakarta', ',', 'dan', 'Gamelan', 'Gong', 'Kebyar', 'Taruna', 'Mekar', 'pimpinan', 'I', 'Made', 'Arnawa', 'dari', 'Tunjuk', 'Tabanan', 'Bali', '.', 'Seluruhnya', 'mencakup', '70', 'orang', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']"
"['Apakah', 'nama', 'proses', 'perubahan', 'dari', 'es', 'menjadi', 'uap', 'air', '?']","['Sejauh', 'ini', ',', 'boleh', 'dikata', 'para', 'ahli', 'baru', 'mengungkap', 'wajah', 'komet', ',', 'susunan', 'koma', 'yang', 'menyelimutinya', '.', 'Pada', 'jarak', '3', 'AU', 'dari', 'Matahari', '(', '1', 'AU', 'atau', 'astronomical', 'unit', 'adalah', 'jarak', 'Bumi', 'dengan', 'Matahari', ')', ',', 'komponen', 'berwujud', 'gas', 'pada', 'atmosfer', 'ini', 'didominasi', 'unsur', 'air', 'hasil', 'sublimasi', '(', 'perubahan', 'dari', 'es', 'menjadi', 'uap', 'air', ')', 'dari', 'permukaan', 'inti', 'komet', 'akibat', 'efek', 'pemanasan', 'dari', 'Matahari', '.', 'Butiran-butiran', 'debu', 'juga', 'terbentuk', 'pada', 'koma', 'dan', 'ekor', 'komet', ',', 'dan', 'pantulan', 'radiasi', 'matahari', 'menimbulkan', 'cahaya', 'pada', 'komet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pada', 'tahun', 'kapankah', 'mantan', 'Gubernur', 'DKI', 'Jakarta', 'Ali', 'Sadikin', 'menerima', 'penghargaan', 'Sarwono', 'Prawirohardjo', '?']","['Sebelumnya', ',', 'penghargaan', 'yang', 'sama', 'diberikan', 'kepada', 'orang-orang', 'yang', 'berjasa', 'dalam', 'pengembangan', 'iptek', '.', 'Salah', 'satunya', ',', 'mantan', 'Gubernur', 'DKI', 'Jakarta', 'Ali', 'Sadikin', 'yang', 'menerima', 'penghargaan', 'tahun', '2002', 'silam', 'karena', 'dianggap', 'mendorong', 'pengembangan', 'penelitian', 'Oceanografi', 'dengan', 'dukungan', 'fasilitas', 'penelitian', '.', 'Penghargaan', 'serupa', 'juga', 'diberikan', 'kepada', 'sejarawan', 'Prof', 'Taufik', 'Abdullah', 'dan', 'ahli', 'kimia', 'dari', 'Institut', 'Teknologi', 'Bandung', 'Prof', 'Samsul', 'Arifin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Siapa', 'nama', 'Bupati', 'Aceh', 'Tenggara', 'sekarang', '?']","['Suku', 'bangsa', 'Alas', 'adalah', 'penduduk', 'asli', 'yang', 'mendiami', 'Tanah', 'Alas', 'yang', 'berada', 'di', 'Kabupaten', 'Aceh', 'Tenggara', ',', 'juga', 'memiliki', 'kedekatan', 'keturunan', 'dengan', 'masyarakat', 'Karo', 'dan', 'Batak', '.', 'Bupati', 'Aceh', 'Tenggara', 'Armen', 'Desky', 'mengatakan', ',', 'kelompok', 'etnis', 'Alas', 'yang', 'merupakan', 'suku', 'bangsa', 'dominan', 'di', 'Aceh', 'Tenggara', '(', '35', 'persen', ')', 'juga', 'memiliki', 'garis', 'keturunan', 'yang', 'sama', 'dengan', 'suku', 'bangsa', 'Karo', 'dan', 'Batak', '.', 'Misalnya', ',', 'marga', 'Desky', 'kalau', 'di', 'Karo', 'sama', 'dengan', 'Sembiring', 'dan', 'kalau', 'di', 'Batak', 'sama', 'dengan', 'Silalahi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Siapa', 'Sekretaris', 'Umum', 'LIPI', '?']","['Sekretaris', 'Umum', 'LIPI', 'Dr', 'Rochadi', 'Abdulhadi', 'APU', 'mengemukakan', ',', 'Kita', 'tidak', 'dapat', 'menilai', 'pembangunan', 'PLTPB', 'Bedugul', 'memengaruhi', 'air', 'danau', '.', 'Tetapi', ',', 'data-data', 'dan', 'penelitian', 'tetap', 'diperlukan', 'ketika', 'pemerintah', 'dan', 'warganya', 'mengambil', 'keputusan', 'tentang', 'realisasi', 'suatu', 'proyek', '.', '(', 'ays', ')']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Berapakah', 'film', 'cerita', 'lepas', 'televisi', 'yang', 'ikut', 'seleksi', 'dalam', 'FFI', '2005']","['Jakarta', ',', 'Kompas', '-', 'Komite', 'Seleksi', 'Film', 'Cerita', 'Bioskop', 'dan', 'Televisi', 'Festival', 'Film', 'Indonesia', '2005', 'telah', 'memilih', 'sejumlah', 'film', 'yang', 'lolos', 'seleksi', 'dan', 'masuk', 'nominasi', 'FFI', '2005', '.', 'Untuk', 'film', 'bioskop', ',', 'terpilih', 'tujuh', 'dari', '27', 'film', 'yang', 'ikut', 'seleksi', '.', 'Untuk', 'film', 'televisi', ',', 'setelah', '81', 'judul', 'diseleksi', ',', 'terdiri', 'atas', '36', 'judul', 'film', 'cerita', 'lepas', 'dan', '45', 'judul', 'film', 'cerita', 'berseri', ',', 'terpilih', 'masing-masing', 'sepuluh', 'film', 'untuk', 'setiap', 'kategori', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Di', 'nomor', 'apakah', 'Tirunesh', 'Dibaba', 'meraih', 'emas', 'keduanya', 'pada', 'Kejuaraan', 'Dunia', 'Atletik', 'X', '2005', '?']","['Helsinki', ',', 'Sabtu', '-', 'Pelari', 'putri', 'asal', 'Etiopia', ',', 'Tirunesh', 'Dibaba', ',', 'meraih', 'emas', 'kedua', 'pada', 'Kejuaraan', 'Dunia', 'Atletik', 'X', '2005', 'di', 'Helsinki', ',', 'Finlandia', ',', 'Sabtu', '(', '13/8', ')', '.', 'Dia', 'meraih', 'emas', 'dari', 'nomor', '5.000', 'meter', ',', 'setelah', 'minggu', 'lalu', 'mengantongi', 'emas', 'dari', 'nomor', '10.000', 'meter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Apa', 'nama', 'dari', 'Taman', 'Nasional', 'yang', 'terletak', 'di', 'Kalimantan', 'Tengah', '?']","['Pulang', 'Pisau', ',', 'Kompas', '-', 'Kebakaran', 'di', 'Taman', 'Nasional', 'Sebangau', ',', 'Kalimantan', 'Tengah', ',', 'semakin', 'meluas', 'dan', 'hingga', 'kini', 'api', 'masih', 'berkobar', 'di', 'areal', 'seluas', '7', ',', '5', 'hektar', '.', 'Petugas', 'kesulitan', 'memadamkan', 'kobaran', 'api', 'karena', 'lokasi', 'kebakaran', 'sulit', 'dijangkau', 'kendaraan', 'apa', 'pun', 'dan', 'sumber', 'air', 'sangat', 'terbatas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Berapa', 'laju', 'pengurangan', 'energi', 'PLTA', 'Mrica', 'akibat', 'pendangkalan', 'sampai', 'dengan', 'November', '2004', '?']","['Adanya', 'sedimen', 'yang', 'mengendap', 'di', 'waduk', 'memengaruhi', 'pola', 'operasional', 'pembangkit', ',', 'karena', 'volume', 'berkurang', 'maka', 'cadangan', 'energi', 'untuk', 'pembangkit', 'tenaga', 'listrik', 'pun', 'berkurang', '.', 'Sampai', 'dengan', 'November', '2004', 'laju', 'pengurangan', 'energi', 'PLTA', 'Mrica', 'akibat', 'pendangkalan', 'sudah', 'mencapai', '21,9', 'persen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']"
"['Tahun', 'berapa', 'film', 'Terang', 'Bulan', 'diproduksi', 'di', 'Indonesia', '?']","['Film', 'Indonesia', 'pertama', 'yang', 'laris', 'adalah', 'Terang', 'Boelan', '(', '1937', ')', ',', 'yang', 'juga', 'melahirkan', 'pasangan', 'romantis', 'pertama', ',', 'Roekiah-Rd', 'Mochtar', '.', 'Biar', 'ceritanya', 'berbeda', ',', 'film', 'dengan', 'judul', 'yang', 'sama', 'terbit', 'pula', 'pada', 'tahun', '1950', '.', 'Judul', 'itu', ',', 'Terang', 'Bulan', ',', 'menerapkan', 'Ejaan', 'Suwandi', 'yang', 'antara', 'lain', 'mengubah', 'oe', 'jadi', 'u', 'mulai', 'tahun', '1947', '.', 'Namun', ',', 'dalam', 'buku', 'film', 'yang', 'digarap', 'JB', 'Kristanto', 'itu', ',', 'pendukung', 'Terang', 'Boelan', 'adalah', 'Roekiah', ',', 'bukan', 'Rukiah', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Dimanakah', 'letak', 'Inna', 'Muara', 'Hotel', ',', 'tempat', 'pameran', 'lukisan', 'Spirit', 'of', 'Natura']","['Wakidi', '(', '1890-1979', ')', ',', 'satu', 'dari', 'tiga', 'pelukis', 'naturalistik', 'Indonesia', 'terkemuka', 'pada', 'zamannya', ',', 'boleh', 'saja', 'tiada', '.', 'Namun', ',', 'sejumlah', 'muridnya', 'masih', 'mempertahankan', 'corak', 'Mooi', 'Indie', '(', 'Hindia', 'molek', ')', '.', 'Setidaknya', 'itulah', 'yang', 'terlihat', 'dalam', 'pameran', 'lukisan', 'Spirit', 'of', 'Natura', ',', 'yang', 'dibuka', 'Gamawan', 'Fauzi', ',', 'Gubernur', 'Sumatera', 'Barat', ',', 'Kamis', '(', '15/12', ')', 'di', 'Inna', 'Muara', 'Hotel', ',', 'Padang', ',', 'Sumatera', 'Barat', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
"['Karena', 'tidak', 'mendapatkan', 'pasokan', 'apa', 'PT', 'Pupuk', 'Iskandar', 'Muda', 'berhenti', 'beroperasi', '?']","['Jakarta', ',', 'Kompas', '-', 'Pabrik', 'pupuk', 'PT', 'Pupuk', 'Iskandar', 'Muda', 'atau', 'PT', 'PIM', 'berhenti', 'beroperasi', 'sejak', '8', 'September', '2005', 'karena', 'tidak', 'mendapat', 'pasokan', 'gas', 'alam', 'cair', 'atau', 'LNG', '.', 'Akibat', 'penghentian', 'produksi', 'pabrik', 'itu', ',', 'karyawan', 'PT', 'PIM', 'mulai', 'gelisah', 'karena', 'khawatir', 'terhadap', 'kelangsungan', 'kegiatan', 'perusahaan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sejak', 'kapan', 'Badan', 'Pangan', 'Dunia', 'PBB', '(', 'United', 'Nations', 'World', 'Food', 'Programme', '/', 'WFP', ')', 'di', 'Indonesia', 'mengadakan', 'program', 'makanan', 'tambahan', 'di', 'sekolah', '?']","['Guna', 'mencegah', 'murid', 'kelaparan', 'di', 'kelas', 'sehingga', 'maksimal', 'dalam', 'belajar', ',', 'sejak', 'September', '2004', ',', 'Badan', 'Pangan', 'Dunia', 'PBB', '(', 'United', 'Nations', 'World', 'Food', 'Programme', '/', 'WFP', ')', 'di', 'Indonesia', 'mengadakan', 'program', 'makanan', 'tambahan', 'di', 'sekolah', '(', 'school', 'feeding', 'program', ')', '.', 'Beberapa', 'sekolah', 'dijajaki', 'untuk', 'dijadikan', 'target', 'program', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
