label,tweet
fear,"[USERNAME] [USERNAME] serem sendiri, dulu mama ku yg semangat nyuruh behelan. pas dikasih tau dokter gt mama langsung ga mau lagi-.- takutnya ada efek gituu"
happy,"Waktu itu kami bertiga puluh, dipilih dari sekitar 300 orang yang mendaftar. Ya gimana ga berasa bangga  Workshop kami diajar oleh Fajar Arcana, Agus Noor, dan Semo Gumira Ajidarma. #WorkshopCerpenKompas2015 #TSYGMC Foto: (masih) [USERNAME] [URL]"
love,"Seketika ku langsung jatuh cinta ama mereka udh sering denger lagunya di playlist tp yaudahh b aja giliran denger live tuh seenak itu Dan crowd nya parah bgt mereka sampe terharu ngeliatnya karna ini pertama kali mereka ke ina dan hype bgt, freddy ampe I love u guys mulu :"" "
anger,"hallo [USERNAME] sampai hari ini indohome msh belum bisa dipakai, apakah masih serius bisnis telekomunikasi, atau memang asal2an yang penting uang masuk. ini sdh 2 minggu gak nyala sama sekali. maunya gimana???"
love,"Kasih sayang yang ibu berikan bukanlah harta yang melimpah, bukan pula rumah yang mewah, namun hanya doa tulus dari hati agar senyummu tetap merona sepanjang hidup yang kau jalani, Nak... [URL]"
sadness,"aku yang sesungguhnya ada di situ, yang dibunderin ijo2, close friends aja alias curhat aja isinya sebagian lagi di twitter karena aku invisible di sini"
happy,"Empat negara tersisa di perhelatan turnamen akbar memiliki taktik kunci masing-masing. Jamak yang berharap ada juara baru di FIFA World Cup 2018, terutama Belgia yang dianggap sebagai tim percontohan bonus demografi. Dan, saya hanya ingin ucapkan selamat pada Pep, itu saja."
sadness,"Sebenernya teknik lumayan, tapi aneh bgt pas di inter.. passing sering salah, dribbling ga bagus, crossing gak bagus, keypass awal2 aja, selanjutnya ketebak.. what a waste of skill"
happy,"DONE!!  Kata Pak Suami biar tambah rajin belajar masaknya sa ae ah Btw tengkyuuu bosss adhe_khadoet besok lagi yaa, hahahaa"
anger,"[USERNAME] [USERNAME] [USERNAME] Gini aja terooss...jawaban kalian template, gw ga butuh jawaban template dan pesanan gw dr tgl 28 Mei, apakah gw cm di suruh tunggu tp ga jelas spt ini?Cm jkt Tng lho..mo bilang apa lagi ini jwabnya? Sabar ya kak ini ujia"
happy,"sukadeh sama temen yg ngetweet konten2 yang ""berwawasan"" , apalagi di dunia nyata bisa share ilmu... jadi nyinyiran & kritikan bisa lebih bermanfaat & apalagi kalo nyambung ngomongnya... ga cm bahas lamtur & lipen aja"
fear,"Terkaget dirinya saat tiba - tiba disapa seseorang. Takut, jika kau menyadari 'penyamaran'nya saat ini."
fear,"gue yg pagi2 mau naroh baju ke cucian dan liat kepala bayi nongol dr pintu gudang (ini keknya gue ngelantur, abisnya gue takut bgt waktu itu)"
happy,"Pak [USERNAME] sudah di pastikan akan terpilih kembali di pilpres 2019,.. Pesaing nya saat ini hanya proses Demokrasi saja agar dapat berjalan dg baik.pede bures"
sadness,mereka sudah punya teman2 lama saya dilupakan argh
anger,"Ya gue tau sih, bukan grup kita yg digituin. Tapi sesama cewek, terus dibilang bahan gituan.... masih bisa terima? Dia jelas2 public figure, dan ngomong dengan enaknya di video bahan c**i? Gue ngetik aja ga nyaman. Wah gue lisa digituin aja gue semarah ini, gimana bangtan? -.-"
anger,"Padahal udh cuma diam aja. Masih di omongin. Apalagi ndak diam ya. Hahah bagusan sih ndak diam diam. Ngoceh aja sih, jatohnya sama aja, DI OMONGIN"
anger,"Sumpah ya gue komplen masalah duit yg kedebet di BCA cepet dikembaliin daripada di B*PN. Di BCA cuma sehari, di B*PN uda berminggu-minggu belum dibalikin. Padahal nominal yang kedebet gedean BCA kemana-mana. That's why I cinta BCA. Your service satisfies me. Always."
sadness,"Percaya kata lelaki itu, terutama ketika aku ingin mati karena disiksa zaman. Tapi karena kematian tak kunjung tiba, aku melupakanNya. Tuhan menjauh, dan aku pun menjauhiNya. Aku tidak tahu, apa iya masih penting sejak kulupa."
sadness,"Kukira kita bisa berteman, lebih jauh bersahabat, tapi ternyata tidak Sepertinya dari pihakku saja yang berusaha Ah sudahlah, pencemburu sepertiku berhak apa"
anger,ngotak ! tidak-usah pakai emosi :) egois bngst !
love,"Kalo sekarang kamu bangunin aku sahur, aku biasa aja Kalo bulan depan kamu bangunin aku sahur tiap senin dan kamis, tahun depan aku nikahin kamu"
fear,"Setiap masuk lingkungan baru, selalu serba salah.. Takut ga punya temen, tapi takut juga kalau punya temen. Takut mengecewakan."
anger,Maklum pak...........................................................Jakarta itu SARANG Gerombolan RADIKAL ! Tapi.............................ditinggal KABUR Pentolannya ke Mekkah !
love,Cinta memberikan alasan untuk tersenyum dan memberikan waktu yang indah untuk tertawa. Tapi terkadang cinta juga memberikan kenangan yang tak akan pernah dilupakan
fear,"Termenung seekor rusa karna sejuta keraguan menghampirinya, ada rasa bimbang dan gundah dalam diri yang di iringi rasa takut akan kecewa, satu sisi ia merasa ingin kembali padanya dengan segumpal kepercayaan satu sisi lagi ia takut untuk kembali dan hanya merasa kecewa ya tuhan."
anger,"Maling nya ternyata itu2 juga,harusnya KPK berani konfrontasikan Megawati dengan Kwik, tapi komisi pilih kasus tdk akan mau perpanjang kasus ini, mau diratakan apa kpk oleh si banteng merah [URL]"
sadness,"Pesan gambar masuk, isinya gini: Batas menyelesaikan kbt sampe tgl 10 juli, lebih dari itu dicabut dari sk yudisium dan daftar wisuda, dan auto bayar ukt Mules dong, ternyata bukan fakultasku~ bye"
love,"Gue sama sekali gak tau awalnya kayak gimana. Yang jelas saat itu,makin lama gue makin sayang sama lu. Gue bilang,gue sayang lu itu sebagai temen deket. But,setelah dipikir pikir lagi,gue tuh sayang sama lu more than a friend."
love,"Cinta terbaik adalah saat kau mencintai seseorang yang membuat akhlakmu semakin indah, dia menjadi sosok penegur saat taatmu luntur, menjadi pelipur saat semangatmu lebur. Dia-lah cinta terbaik, yang tidak hanya menemanimu di dunia namun juga berupaya bersamamu hingga ke surga."
sadness,"Intinya, ketika kamu yakin dgn semua seleksi yg bisa kamu lalui, igtt masih masih ada seleksi alam yg ga terduga ujiannya dan kita ga tau itu sulit atau mudah."
sadness,"Entah sampai kapan gue bisa pergi jalan tanpa ada perbebatan dulu. Ya gini emg anak sulung, mau pergi aja ga dibolehin gegara adek nangis kejer dan pengen ikut. Nempel mulu udh kek perangko hm:"""
anger,Yg suka makan sirip hiu tenggelamkan tdk bu [USERNAME] ? Masa ikan segede metromini cuma dimamam siripnya doang. Makan bodynya juga dong
sadness,"Percayalah dik, tidak ada yang lebih sakit selain lupa bawa kacamata saat di perpustakaan. Nempel-nempel dah muka gue ke monitor.. [URL]"
fear,"Selain pocong, aku seram juga dgn hantu merangkak/mengesot ni. Selalu bayang tgh naik tangga tetiba natang ni kejar. Setan betul [URL]"
fear,"{MU} guys aku mau ngecat rambut, tp sebelumnya aku blm pernah ngecat rambut, mau minta saran warnanya apa ya? Tp jangan yg heboh2 aku takut kaget"
sadness,Salah banget udah sepagian play hourglass. Yaampun bakalan mellow seharian. Wanna One! Aku capek missqueen tp kalo mikirin pisah sama kalian tuh ewhh.
happy,CONGRATULATION!!! SELAMAT YA ADIK CEWEK KE2 ATAS KELAHIRAN PUTRINYA YANG KE3 GUE SEBAGAI KAKAK TURUT SUKA CITA BERSYUKUR SENANG SUDAH DIBERIKAN KESELAMATAN ALLAH SWT DALAM PROSESING PERSALINAN PUTRI KE3 NYA SEMALAM KAKAK BERDOA SEMOGA PUTRI KE3 NYA MENJADI PUTRI YANG SHALIHAH [URL]
fear,"Baru 'ngerusuh' di balai desa Terus pas mau pulang tadi, bu lurah nanya, ""Mba Ulfah... itu temannya yang satu ke mana sih, kok ndak kelihatan?"" ""Hah? Teman saya buk? O.o"" Bu Lurah: ""Iya, yang biasa bareng, dari senin ndak berangkat lho."" WAIT, DARI SENIN????"
happy,"selalu bahagia dikelilingi orang2 baik orangtua yang baik, keluarga yang baik, pasangan yang baik, teman yang baik. Ternyata ada nikmat lain yg lebih indah dibandingkan materi. yaitu dikelilingi oleh orang baik. terimakasih banyak yg maha baik"
happy,"Terima kasih Tuhan , tepat hari ini aku 23 tahun (1 jam lagi). Aku cuma berharap semakin banyak orang yang tulus sayang dan perduli sama aku tanpa memandang sebelah mata , lancarkan semua usaha ku dan dewasakanlah pemikiranku ."
happy,"All We Know of Heaven, All We Need of Hell - PVRIS (2017) Gue ngikutin PVRIS dari awal, gue rasa album yg skrg lagu2nya lebih mature, sangar, dark, tp fragile. Konsep keseluruhan album + mv + dll nya keren parah. W suka lagu Mercy, Anyone Else, sama Winter [URL]"
fear,"Tapi ya gik, percaya sama aku pasti kalo suami dan keluarga suami kita pemikiran nya beda sama kita pasti kita dianggep pemberontak. Karna apa apa kan harus nurut suami"
anger,"Gue adalah cewe yg galak sama sesama cewe. Yg goblik, pake feeling gak pake otak, egois, baper lebay, semena2, gak punya empati, manja, gak pernah mau salah, gak responsible bahkan lempar tanggung jawab. Wait, sama cowo yg gt jg sih. Berarti gue emang dasarnya galak aja wqwqwq"
sadness,"Aa, maapin neng suka ngomong kasar ma aa"
love,"Haha, tiap hari juga kamu selalu terpesona dan semakin terpesona sama aku kkk~"
love,"Saya menyayanginya dengan amat hati-hati, karena saya mau dia itu utuh dan gak mau melihatnya terluka. Semoga kau merasakan apa yg saya rasa. Kau orang yg paling aku sayang setelah ibu."
anger,"Benar2 hancur negara ini dikelola amatiran, tp kenpak [USERNAME] tidak mengindahkan statementnya sendiri? Negara miskin koordinasi, jangan asal gagah2an .. setalah salah dianulir mana marwahmu wahai mr. [USERNAME] presiden? [URL]"
sadness,"Gue dibanding pencitraan merasa bahwa menjadi orangtua itu asik dan menyenangkan sehingga me-skip hal yg gak enak dan menjerumuskan orang lain mendingan brace it aja! Gapapa dibilang gak bersyukur, parenthing gak semudah lo suka anak kecil doangan sih"
anger,Tapi tentunya secara ini Bekasi ada hal-hal yg sayangnya tidak terelakkan. 1. Bekasi itu panas. Banget. 2. Bekasi kalau weekend sore/malam itu macet. Banget. Tapi hal tsb bisa diatasin sih. Kalau panas ya pake AC. Ngindarin macet dg rencanakan jadwal keluar rumah.
anger,"[USERNAME] Kami muak atas ketidak pastian hukum di rezim ini, hukum itu memberikan keadilaan serta kepastian bukan ketidakpastian!"
sadness,"pidato-pidato presiden retak, tertusuk-tusuk dusta, teriak-teriak tertambat sunyi letih mengarungmurat, sengsara rakyat berdayung lapar di deras, arus air mata. x2"
happy,"Nemuin bacaan yg bikin ngakak di setiap paragrafnya, duh suka banget gua sama penulisnya !!!"
love,"usaisenja : SrikandiIndung Seseorang pernah bertanya padaku, seperti apa cinta itu? Cinta itu seperti, Sekepal jantungku yang tak bisa melupakan degup Sebentuk paru-paruku yang tak bisa meninggalkan udara Dan seperti aku yang tak bisa kehilanganmu. #us"
love,"Sayang banget sama orang tuaku yg satu ini.. selalu ada tempat untukku di hatinya.. Tempat curhat, tempat ngadu, tempat ketawa.. Selamat beribadah Haji menjadi Tamu Allah ya Bunda Sani dan ayah"
sadness,Wah klo ini aku nih yang suka nangis & berantem sm cowokku. Kadang w malu sama tetangga depan wkakaka tp yaudah lah ya cuek2an aja hahaha tapi gue gak smp pindah sih
anger,"Sepertinya tatanan transparansi MASALAH ANGGARAN di pemProf DKI TERTUTUP sejak Anis menjabat sebagai Gubernur. Setiap detik selalu ramai dng masalah ""PEMBELIAN BARANG SILUMAN"" # AHOK SANGAT FAIR TERHADAP MASALAH APAPUN MESKIPUN HARUS DI PENJARA"
anger,"[USERNAME] Min kalau tidak ada perawatan Transjakarta ini bisa seperti metro mini, saya tiap hari naik Basway ini 60% mobil nya bermasalah"
sadness,"Ketika ada sesuatu hal yang membuat kita jatuh, Percayalah bahwa kita sedang diajarkan bagaimana cara untuk bangkit"
fear,"Hari senin qerja lembur bagai quda. Hati hati gaes, bagi para pengendara motor cek dulu helm nya siapa tau ada serangga laba - laba atau pun kecoa"
happy,"Ikut belajar dan berlatih dengan keseharian militer ternyata banyak hikmahnya, terutama masalah kedisiplinan, yaitu : - Disiplin ibadah shalatnya TBM"
sadness,"Baru tau dan baru baca berita tentang penyalamatan anak-anak di goa di Thailand, mendadak berkaca-kaca karena tau medannya sesulit itu Semoga semua anak, pelatih, beserta orang-orang yang membantu penyelamatan ini selalu dilindungi YME."
love,"Wahai Rosulullah, Kau telah ajarkan hidup ini untuk saling mengasihi ku tanamkan dalam hati ku amalkan sejak dini Engkaulah nabi pembawa cinta Kau bimbing menuju cinta."
happy,"Collab [USERNAME] x [USERNAME] ini selalu bikin kagum, mengambil sampah lautan untuk direcycle itu benar2 satu langkah kecil namun besar dalam menyelamatkan kehidupan laut. Apalagi recucle itu diterapkan di pakaian ataupun sepatu."
fear,"Agak aneh banget Semalem rokok burhan ketinggalan di dasbor motor trus ga aku apa apain aku taruh lagi, trus kan sahur keluar ma iffa ke motekar eh balik2 gada rokoknya. Aneh banget, padahal las parkir dimotekar juga gada yg deketin motor"
love,"[USERNAME] Semuanya. Entah knp ya semua bias gua bikin gua kadang lupa kalo gua itu butiran debu. Mereka tuh bener2 bisa bikin gua jd spesial, makanya gua sayang bgt sm mereka..."
anger,Seharian tadi Surabaya Macet !!! Lampu merah dibikin yg baru ( Samping Bank Mega Darmo dan di depan KFC Darmo ) malah makin macet bukanya tambah lancar... #Curcol #Surabaya #SurabayaMacet
sadness,"dulu aku begitu menginginkanmu menjadi nadi pada pergelangan tanganku, waktu berjalan, berlalu bersama iringan sunyi kini kau hanyalah sebuah jantung, yang bahkan degupnya tak ingin ku dengar."
happy,Puncak spiritual seseorang adalah ketika Orang tersebut diberi perasaan malu dihadapan Allah SWT. Orang yang beruntung adalah Orang yang tahu ukurannya sendiri. @ Balikpapan [URL]
anger,sumpah demi alah saya saja jadi cowoknya malu alay bet mau diajak ke chesecake factory a lalalayeyeyeye
anger,Banyak orang yg berjuang tuk menggapai cita2 itu bener2 netesin darah+keringat. Tpi ada juga org yg sudah di sediain karpet merah masih menyia nyiakan kesempatan.. Kadang gw suka kesel dan pengen gw toyor org yg bgitu..
love,Disaatku tak berdaya kuasamu yang sempurna ketika ku percaya mukjizat itu nyata bukan krn kekuatan namun rohmu yaTuhan ketika ku berdoa mukjizat itu nyata
anger,"Di Palembang sudah uji coba venue utk Asian games, Jakarta kapan? Ini to gubernur yg elo elo banggain duh, sing penting Islam gawean Ra kelar pikir keri. [URL]"
happy,dan pda akhrnya suaminya mmng bertobat kembali sama dia dan berani bersaksi tntng masa kelamnya. luar biasa mmng kesabaran istrnya bisa sj dia lngsng main cerai atw mmbalas prbuatan suaminya..
fear,Udah dinasehatin suruh buka hati ke cowo. Pelan pelan aja kata mereka. Jangan cuek bgt. Belom nemu yg cocok gimana dong? Lagian aku lg seneng gini. Liat yg pacaran emg pengen. Tapi pas liat mereka berantem jd males.
happy,"Terima kasih Dinporapar Kabupaten Purbalingga, juga rekan2 pramuwisata Purbalingga, yang telah datang dan berpartisipasi dalam acara buka puasa bersama. [USERNAME] untuk hadirnya pula. Sinergi saling mengisi dan memajukan Pariwisata. [URL]"
happy,"Acha lucunya kamu dipegang gak mau digendong gak mau. Dipaksain di gendong 2x nangis diem nangis diem terus. Giliran di ajak selfie berkali kali ujung ujungnya nyium pipi, kaget loh ante ini cha kamu maen sosor aja  [URL]"
love,"Kenapa pasangan seringkali diibaratkan sebagai ""rumah""? Karena rasa nyaman bersamanya senyaman berada di rumah, kamu bisa jadi apa saja, kamu selalu pulang menujunya "
sadness,gasabar:( oke thankyou mimin:d iya sekitar jam waktu indonesia ya
anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Salah satu pemimpin di Kalbar yg sering membuat fitnah-memprovokasi masyarakat dan sering menyampaikan pernyataan yg menyesatkan tapi belum pernah mendapatkan penindakan dari yg berwenang...
anger,Dear [USERNAME] sang penerima penghargaan Travel and Tourism Awards dan Predilat LCC Bintang 4 Skytrax! Saya sdh berkali2 telpon call center dan email pengaduan ke customer care dgn nomor pengaduan 239835 dan RSV229808 kenapa complain sy tdk ditindak lanjuti??
fear,"guys sorry kalo jorok/gmn kalian yg cewe prnah ga kalo haid tuh ada lend*r nya darahnya jd gumpal gt? Itu knp y? Aku tiap haid gitu masa trs biar ga gt gimana,takut serius"
happy,Sesungguhnya org yg gugur di jalan-KU tidak lah mati... mereka hidup (bahkan selalu hidup) dan mendapatkan rejeki.... Kau selalu hidup dlm peradaban &amp
happy,"Sesuatu yang benar akan tetap benar meski sedikit yang mengamalkannya. Sesuatu yang salah akan tetap salah meski berbondong-bondong orang mengamalkannya. Yaa Muqollibal Qulub, Tsabbit Qolbi 'alaa Diinik"
happy,Pagi ini dapet lagi mba supir tj yang selalu semangat kalo nyetir sambil dengerin lagu yang macem2. Tadi dia muter lagu sayang.. tapi versi bahasa jepang. Ikut semangat liatnya :)) Jadi mikir ye sayang banget orang yang gak mau menikmati sesuatu cuma karena perbedaan bahasa.
happy,Tidak ada yang lebih patut disyukuri selain kita bisa menikmati alam semesta beserta isinya dengan tubuh yang berdiri tegak dan nafas yang bahagia #vitaminsea [URL]
sadness,Ada mama murid yang rikues anaknya masuk di kelas saya. Di saat yang sama banyak murid yang hopeless ketika tau bakal masuk di kelas saya karena rumor yang beredar saya guru galak
anger,"Untung ga ada yg nanggepin. Mayan malu kan kalo ngomong di grup ga ada yg nanggepin? Kadang kalo g ada yg nanggepin berati orang2 udah ngerti apa yg kamu maksud. Ga tujuan kamu ngomong seperti itu. Not funny to discuss, sis. perlu dipertanyakan lagi maksud &amp"
fear,"Niat awal mau belanja online, tapi begitu tau ekspedisi lagi overload dan itu pasti bakalan lama bgt nyampenya mending batal dari pd tiap hari gegana nungguin paketan"
anger,[USERNAME] tolong akun saya ini kenapa tidak bisa masuk ke aplikasi my indihome .setiap kali mau masuk selalu minta kode verifikasi ke nomer yang dulu sedangkan no yang dulu sudah di blokir oleh pihak telkomsel .tolong dan mohon di bantu
happy,"Ku sadari satu pilihan ku bersamamu di tempat ini, jalani hari dengan semangat yang baru, walau tak seindah yg ku harapkan, tak seburuk yg ku bayangkan, ku tetap berdiri jalani hari penuh warna (yg ngerti pst pada nyanyi )"
sadness,"beda kasus lagi pas sudah balik ke kampung halaman, saya sangat prihatin. Jelas jelas sudah ada tulisan #mohonantri tapi masih aja menyerobot antrian."
fear,[Idm] gimana sih cara halusnya utk bilang ke teman bahwa dia itu toxic? Aku takut dia sakit hati kalau aku kasarin. #TeenChoice #ChoiceFandom #BTSARMY [USERNAME]
anger,"Gue pelajari dr akun2 IG yg kerap memposting foto seronok, dari yg wajar mpe yg vulgar. Dan gue perhatiin seringkali si pemilik akun cuek dgn bnyk nya kata2 dan kalimat jorok, akhirnya muncul justifikasi bahwasanya nglakuin hal semacam itu (cat calling di dunia nyata) adlh WAJAR!"
happy,"Kalian kerja qeras bagay quda banget yaa buat kambek kali ini T.T Baiklah, besok2 streaming melon ama mv nya lebih semangaaatttzzzsss yaaaaa [USERNAME] :""""""""""""""""))))))"
love,"berbunga pada seorang gadis yang sama dalam beberapa bulan terakhir ini. jarang ku rasakan ini. lucunya, aku tak bisa berhenti. jatuh hati padanya."
anger,"Pembual yang main klaim itu biasanya cuma dibagian gunting pitanya sahaja, tapi dianggap pemujanya membangunnya sejak awal #Nomation #CakilRakyat"
sadness,"[USERNAME] Tapi suka ku :( inya tu dingin orgnya, tapi sayang bnr sebujurnya lwn ina :( nah hiih kena ina tuh lawan buhan gembel tampan tu aja na wkwk"
happy,"Desa Tesbatan Beberapa kali ke kampung halaman bokap, gw gk nyangka kalau ternyata ada area persawahan sebagus ini. Maklum aja, selama mampir ke Desa Tesbatan, Amarasi, gw cuma mentok"
anger,[USERNAME] [USERNAME] Kemarin listrik kami disegel karena keterlambatan pembayaran. Saat itu juga kami melakukan pelunasan dan telah melaporkan mll call center 123. Namun progress reportnya sangat lamban
sadness,"Waktu SD pernah dpt kesempatan seleksi untuk masuk tim kecamatan ke popda tingkat Kabupaten. Waktu ujicoba lawan kecamatan tetangga, saya cetak 2 gol, pertandingan berakhir 2-0. Saya ga lolos seleksi, yg lolos utk posisi striker anaknya guru"
love,hai selamat pagi menjelang siang Semangat jalani hari Jangan lupa awali hari dengan DSS ya God Bless U Ingin memelukmu Kali aja lagi dingin Kangen JULEHA <3
love,"Disaat kamu butuh uang untuk membiayai uang semester dan kehidupanmu, orang yang pertama mengerutka kening adalah papa. Papa pasti berusaha keras mencari jalan agar anaknya bisa merasa sama dengan teman temannya yang lain"
love,"99. Gatau kenapa deh nyaman aja sama dia, ga kaya yang lain dari segi pembahasan dll pokoknya ga buat bosen padahal akutu bosenan orangnya, dan akutu orangnya susah marah kalo sayang hmm ah"
love,"Jhope: Tetapi jika aku melihatnya dalam pandangan yang berbeda, aku tidak bisa mengatakan bahwa aku tidak kelelahan. Ini bisa menjadi salah satu alasan bagi ku untuk mendapatkan kekuatan. Aku pikir ini adalah kesulitan yang baik. Istirahat ya sayang"
sadness,"Ampun Tuhan, kami terlampau sibuk membangun mesjid sampai kami lupa bersujud kepada-Mu, sebegitu fasih kami membaca Kitab Suci-Mu tp belum mampu menemukan-Mu.."
anger,Min [USERNAME] info perka pagi kereta langsir di THB donk.... jadi pnp [USERNAME] bisa antisipasi di stasiun sebelumnya.jangan pas di tengah sinmas ditahan 15 menit buat nunggu langsiran KAJJ
love,"Cuaca boleh berganti masa, udara boleh menyusut atmosfer, tetapi kepadamu ""cinta"" tidak akan berganti maupun menyusut. Detik ini di kepalaku ingatan berdesakan mengeja namamu."
anger,"[USERNAME] arti kata fans itu sama dengan mengagumi. sekedar kagum boleh, kagum demi kepentingan pribadi sampe menganggu kenyamanan orang, tidak."
love,"Gua suka sama Sodara gua sendiri, dia itu cucu dari kakak ibu gua. Kita dikenalin pas SMA sama kakak kelas gua. Sekarang kita udah sama2 kuliah di bidang medis. Gua sayang parah sm dia."
happy,tft nur indah wkwkwk menyenangkan (y) :d
anger,"Konyol bgt mbak komentar anda, main ignore aja dikira hal gitu sepele banget. Dia ga nyaman makanya di publish biar ngasi pelajaran buat orang yg mau punya niat goda biar gak nerusin niatnya klo ga pingin di permaluin. Reminder juga bua"
happy,"Pekerjaan tdk boleh mengganggu hobi, hobi tdk blh merugikan pekerjaan..mari berolahraga tweeps [USERNAME] [USERNAME] [URL]"
anger,msh jg bego!!! Dia dihukum atau ditembak ga masalah dan ga ada yg bela?? Nah sibangsat Cabul kabur padahal yg bela 7jt org tolol. Masih ga berani jg balik?? Kenapa??? Kalau waras berpikir pasti kau tau jawabannya [URL]
love,"Aku hanyalah ciptaan tuhan, bukan superhero apalagi malaikat. Aku hanya bisa melakukan apa yang aku lakukan dek. Itulah aku, anak nomor tiga yang murah hati, dan aku mohon semoga kamu cepat tau dek "
happy,"Kayaknya sudah lama sekali tidak mengisi materi dalam acara Fortasi. Tiba-tiba ada yg menghubungi dari Muallimin untuk menjadi pemateri. Wah, padahal sudah ""uzur"" di dunia IPM"
sadness,"Bagaimana burung yang ""jago"" itu dapat dengan mudah tertipu, dan kembali dari perjalanan panjang mereka hanya dengan mulut yang penuh dengan plastik?"
anger,"[USERNAME] Disaat gue sedih, lo ada buat gua. Disaat gue susah, lo ada buat gua. Disaat gue terluka, lo juga ada buat gua. Emang bener lo itu pembawa sial anjg!"
love,"Gw harap lu ga berubah bro, lu tetap seperti yang gw kenal. Bodoamat lu mau malas atau gimana, intinya gw tau siapa lu. Gw belajar banyak sekali sama lu bro, BANYAK SEKALI. Intinya semoga kita menjadi sahabat dunia & akbirat. Nice to see you IT GAGAL [USERNAME]"
happy,"*seluruh kelas menertawakan yandi* ada yang nyeletuk bilang, ""pertanyaan anak sd lu mah, hahahaha"", semua orang menganggap pertanyaan yandi hanya guyonan."
anger,"trending topic yang trendy banget, pro dan kontra wajar, tapi yg komen yg dilakuin doski itu cuma caper dan lebay malah nyalahin nganggep salahnya joget dangdut, ente mungkin harus cek posisi otak sama pantat barangkali ketuker, otak kok isinya full of shit. #viaVallen"
happy,7 Juli 2018 Selamat datang di Palembang antho.morgante (AFS Belgia ) dan lucia.montini (AFS Italia) Senang akhirnya bertemu kalian! ***** Welcome to Palembang
anger,"Tp sih ttp salah jg si cowoknya sih,la itu blg mau dijanjiin nikah kan jd mgkn y mbaknya g mikir panjang,sama2 suka yaudah gitu udh gt bawa2 mslh virgin pula g berdarah gt,pdhl untuk bbrp cewek g semua sekali gitu lgsg berdarah lho,aku dl"
sadness,"Bukan tidak mendukung atau mendoakan, cuma menyikapi apa yang sudah2, itu pilihanmu dan berupayalah mempertahankannya...disini aku dari jauh seharusnya bahagia tapi melihatmu sedih kebahagianku pudar...seperti saat kala itu menerima undangan pernikahanmu."
anger,Namanya juga SENGKUNI pak ! JANJI mau JALAN KAKI Jogja - Jakarta juga TIDAK DIPENUHI......................SENGKUNI...........................................SENGKUNI !!!!!
happy,"Di Minahasa, Tugu ajaran 5 agama di Bukit Kasih Kanonang menjadi simbol indahnya perbedaan keyakinan, namun ttp rukun &amp"
fear,"Coba cari terus siapa tahu ada yang kecebur jatuh , atau terperangkap didalam gua , karena guanya gelap & banjir jd licin bs ajach kepleset"
love,"cinta-mencinta-dicinta hal rumit yang memaksakan hal irasional menjadi rasional. Jadi ketika ada yang jatuh cinta kepadamu, jgn heran dan bertanya ""kok bisa yah?"""
love,"Di malam itu Kau dan aku Kita berbaring di atas rumput merenung langit yang sama Menikmati dalam keadaan tenang ditemani bunyian alam Indah Aneh, begitu saja tanpa percakapn kita sedar kita tenggelam dalam cinta Menikmati"
sadness,[USERNAME] Pemerintah pusat berusaha mensejajarkan bangsa Indonesia dg bangsa [URL] org malah berusaha menurunkan derajat bangsa JD bangsa pengemis dan pemalak.
sadness,[USERNAME] Anak2 tetangga main mercon dari sore sampe malem. Jedar jedor suaranya mau dimarahin tapi masih anak2. Yaudah istighfar aja. Mercon yang mendekatkanku pada-Nya.
sadness,"Souma udah abis, yowamushi udah abis. Sekarang nontonin anime yang udah lama didonlot tapi belom ditonton sama sekali. Dek mega bosen sama drama korea"
sadness,[USERNAME] Kasian FH bangun pagi. Tdk ada kerjaan ( mau ke kantor PKS. Tdk di Terimah( tdk ada info2 dari kawan2 di PKS ( mau ke kawan lain Bedah partai. ( mau ke pemerintah . Sudah tdk di akui dari partai mana kasih juga Yah. Balik kampung saja
sadness,"Setelah 20hari puasa dan saur gak pernah kesiangan, akhirnya di hari ke21 ngerasain makan saur supeerrr dupeerr ekspress, 1menit sebelum imsak baru bangun yassalaaam"
love,"[USERNAME] Cuek tapi diem2 perhatian banget sama anak nya, galak tapi cengeng, disiplin banget, humoris juga, ramah , jago masak, pinter ngaji, rajin banget sholat, orang nya kuat heheh. Sayang banget sama mama :')"
sadness,"keinget dulu ngejar2 pak aje sampe ke annex, bela2in toefl di jkt (tanpa persiapan samsek), ngirim hasil toefl ke bandung lagi, ngumpulin berkas ini itu dll dll"
sadness,"Kaya orang jaman sekarang ya dok, yg keliatannya tegar nothing happens gt yg paling butuh di taking care first karna sejatinya broken inside"
happy,"Alhamdulillaaaaah ya Alloh Engkau telah memberikan aku kesempatan untuk memberikan sedikit kebanggan kpd kedua orang tua yang senantiasa memberikan doa dan kasih sayang nya untuk saya. Semoga kedepannya dea mampu memberikan banyak kebahagiaan kepda kalian mah, pa"
anger,Dan bukan yg bilang Koalisi tanpa syarat lalu koar2 gak akan bagi2 jatah menteri. ~ kenyataan bahkan parpol2 yg semula non koalisipun dibedol dg dikasih jbtn menteri.
fear,"kalo gua sih karna trauma. gua sering digodain banci dijalan, tangan gua pernah dipegang dia, tytyd gua hampir dipegang, pas distasiun lg anter mantan gua pulang dulu ada banci godain ngajak nganu dikosan wanjay"
